"nid","vid","title","author_uid","status","post_date","updated_date","promoted_to_front_page","sticky","news_image","news_description","news_category"
"2297","2299","Great Southern Homes Ranked #1 Builder in Columbia, SC and #8 in Greenville, SC","245","1","1498860155","1499090236","0","0","6979","<p><em>(Irmo, SC)</em> – In the June 2017 issue of <em>Builder Magazine</em> in a feature article on Local Leaders, the magazine presented the country’s 50 largest new home markets with the top 10 builders for each market ranked by their 2016 closings and market share.</p>
<p>The Greenville, SC market was revealed as the 37<sup>th</sup> largest new homes market in the nation with 3,118 new home closings.  The Columbia, SC new homes market followed right behind as 42<sup>nd</sup> in size with 2,936 closings.  </p>
<p>The magazine singled out Great Southern Homes as the #1 builder in Columbia, SC with 562 closings and 19% of the market.  In the Greenville market, Great Southern Homes entered the Local Leaders list at the #8 spot with 66 closings and 2.1% market share.</p>
<p>The company builds in over 70 active subdivisions in metro markets throughout South Carolina and Georgia and maintains ambitious plans to expand into new markets while growing its footprint in existing markets. Great Southern Homes is currently ranked as the 62<sup>nd</sup> largest builder in the nation and builds GreenSmart homes that are energy-efficient, “smart” and designed for today’s cost-conscious and technology-savvy buyers. With price points starting at $120,000 and up, there is something to fit every budget. For more information on the company, please visit <a href=""http://www.greatsouthernhomes.com/"">www.greatsouthernhomes.com</a>.</p>
","Breaking News"
"2264","2266","Why Buying a New Home is Better than a Fixer-Upper","245","1","1497538985","1497539982","1","0","6590","<p>Many first-time buyers and experienced home owners struggle with the decision to buy a new home or invest in a fixer-upper of their dreams. It’s often a tough call.</p>
<p>There is a notion that older homes have more <em>“character.”</em> However, this character is often accompanied by unexpected costs and a variety of short- and long-term issues that may not have been taken into consideration beforehand. So before you close the deal, read on to find out why buying a new home is often the best choice for home buyers.</p>
<h2>Build the Home of Your Dreams</h2>
<p>Many people “settle” for their home, warts and all. They buy an existing home and convince themselves to live with an awkward kitchen layout, worn porch railings, and tile that doesn’t quite match their personal tastes. After all, it’s something that they reason to themselves that they can fix. But fixing all the problems in that fixer-upper seldom occurs right away, if at all.</p>
<p>That’s the beauty of building and designing your own home - it’s a blank slate. You have the chance to be 100% satisfied when you opt for buying a new home. Even if you don’t build it from scratch, most of the better home builders offer new homes plans that are versatile. Your new home can be shaped according to your specific preferences – countertops, flooring, appliances, cabinets, and even doorknobs can be customized to fit your personality and style.</p>
<h2>Advanced Energy Savings = Advanced Money Savings!</h2>
<p>When buying a home sometimes you need to think like an economist rather than an accountant. While the upfront costs may be slightly higher for a new house, you must always consider the long-term costs. One of the biggest factors in considering long term costs is energy use and general upkeep.  A newly constructed home will use the latest in insulation, including energy efficient appliances, superior high performance windows, water conservation systems, advanced framing techniques and more that aren’t available in homes that at 20+ years old.</p>
<p>Some older homes may seem cheaper at first, but don’t fool yourself - many don’t have the advanced energy saving appliances and systems in place like new homes do. If you want to upgrade an older home to the same energy-saving and water conservation features as a new home, that could easily cost you more than the price of a fully upgraded new home. Always be sure to assess the long-term costs of buying a fixer-upper - it may not be so cheap after all.</p>
<p><img alt=""Greenville SC New Home Interior"" src=""/sites/default/files/news/greenville-sc-new-home-interior.jpg"" style=""width: 750px; height: 398px;"" /></p>
<h2><strong>New Home Warranties Save the Day</strong></h2>
<p>When buying a new home, you are also buying some peace of mind. New homes come with a warranty from the builder, and brand new warranties on all your major appliances. If the siding comes loose, the water heater breaks down, etc., you will be covered. Older homes, on the other hand, usually aren’t covered by lengthy or comprehensive warranties. You may get a 1-year warranty on major home system components, but these are typically limited and there are many repairs or replacements that they simply won’t cover.</p>
<p>With any home, things are going to break down and need to be replaced. It’s all a matter of time. There are no guarantees when it comes to older homes – you are inheriting all the existing issues that the previous owners neglected, ignored or were unaware of. As you can imagine, replacing the roof or a HVAC system on an older home a year or two after purchasing can really bite into your wallet!</p>
<p><em>Related: <a href=""http://realestate.usnews.com/real-estate/articles/is-a-home-warranty-worth-the-money/"">Is a Home Warranty Worth the Money?</a></em></p>
<h2>New Homes Have Character Too!</h2>
<p>Many people are inspired by the idea of having a craftsman home with quaint decor and classic characteristics that aren’t found as often these days. While it’s true that some architectural feats can’t be matched in today’s construction, you can walk away with a charming and classic home, regardless. With new homes, open floor plans and modern but classic exteriors are the current trend. But keep in mind: the rest is up to you. There’s always ways to personalize your new home.</p>
<p>In fact, homes with a mix of modern and classic architectural elements are often very attention-grabbing and stylish. When you buy a new home, it’s entirely in your hands. You have unlimited freedom to shape the home of your dreams. A new home provides you with a solid, state of the art, advanced and efficient framework - it’s up to you to paint the canvas to have it match the home of your vision.</p>
<h2>In Summary: Buy New!</h2>
<p>To sum up, it’s strongly urged that new homeowners and those looking to move invest in new home construction. The benefits of living in a new energy-efficient home that’s never been lived often outweigh the benefits of buying an older home, and save you money, too.</p>
<p> </p>
<p><em>Still can't decide whether to purchase a new home or fix up an older home? Take your time! New home sales are growing, especially new homes in Greenville, SC. If you are looking for <a href=""http://www.greatsouthernhomes.com/areas/greenville-sc/new-homes"" style=""text-decoration-line: none; outline: none !important;"">Greenville SC homes for sale</a>, we invite you to discover the stylish homes from Great Southern Homes. As a leader in efficient, eco-friendly <a href=""https://www.greatsouthernhomes.com/greensmart-homes"">GreenSmart Homes</a>, Great Southern Homes will help you find the ideal home for you and your family.</em></p>
","Buying a Home"
"2253","2255","Buying Your First Home in a Year or Less","245","1","1496271811","1496263602","1","0","6392","<p>Being a homeowner is pa­rt of the Great American Dream, but at first glance, buying your first home can appear to be a very difficult goal. First time home buyers are especially overwhelmed by this process, which is why we are sharing this info on how to buy your first home. Take a look and see what you need to know about the process of buying your first home.</p>
<h2>12 Month Mark: Prepare to Become a Homeowner</h2>
<p>Every story has a beginning, and this is the beginning of the story of you, the homeowner! A year before you want to move in is the time to take an honest assessment of where you are and where you want to be.</p>
<p><strong>Check your credit score</strong> with one of the three credit bureaus. Not only will this help determine how much you can borrow for your home, it may also show you errors on our credit report that could eventually cost you thousands in higher interest rates.</p>
<p><strong>Determine how much you can comfortably afford</strong> to budget and spend on your new home. Oftentimes you may be able to borrow a higher amount than you may be able to afford so you do need to do some careful budgeting to make sure you are financially comfortable.</p>
<p><strong>Make a plan to put together a down payment.</strong> Most mortgages require a 15-20% down payment, but there are programs (such as FHA and VA loans) that allow you to finance a home with less downpayment, some as low as 3 percent. If you are selling assets, borrowing from a relative, or saving monthly, keep in mind that banks want to see that you have stable funds in your account. Plan to have a majority of your down payment in the account 60-90 days prior to applying for a loan.</p>
<h2>9 Month Mark: Home Buying Research</h2>
<p>You have devised a plan for the financial aspects of new home buying, so now it is time to determine what you want in a new home.</p>
<p><strong>Make a list </strong>of all of the wants and needs that you have for your home and prioritize them. Do you want a large kitchen and dining room for entertaining? Do you need a large yard? City, suburbs, or rural? New versus resale? What can you compromise on? Depending on your budget, you may not get everything you want in a home, so by prioritizing your checklist you will know where you can compromise to get your home.</p>
<p><strong>Research neighborhoods</strong>. Are you looking for a new neighborhood, or one of the last few lots in an established neighborhood? Is the school district important to you? Take everything into account including location, proximity to work, distance to shopping and any other elements that you find important.</p>
<p><strong>Start a fund for miscellaneous expenses</strong>. During this time you will want to start a habit of saving money for home maintenance needs. This maintenance fund can also pay for home buying expenses that you may need to pay upfront to make your house complete, such as new lawn mower, washer and dryer, refrigerator, etc. These type expenses can easily cost over a thousand dollars, so it helps to be prepared.</p>
<p><img alt="""" src=""/sites/default/files/first-time-home-buyers.jpg"" style=""width: 750px; height: 466px;"" /></p>
<h2>6 Month Mark: Get Ready for a Home Loan</h2>
<p>When you get to this point, it is time to start compiling all of the paperwork that you could possibly need to obtain a home loan. Some documents that you and your partner may need to provide include:</p>
<ul>
<li>W-2/Tax forms for self-employment,</li>
<li>Bank statements,</li>
<li>Recent pay stubs,</li>
<li>2-3 years tax returns,</li>
<li>Credit card and loan statements,</li>
<li>A list of your past addresses,</li>
<li>Retirement and brokerage account statements, and</li>
<li>Any other relevant financial information</li>
</ul>
<p>Collect this information now so you will not have to stress about finding these when it comes time to apply for your loan. This is the ideal time to start considering your lending options and looking for experienced new home salespeople to help you with your home search. It could also be a good idea to look at a mortgage broker instead of an individual lender, as they can be helpful for finding you the best loan option.</p>
<h2>3 Month Mark: Get Pre-Approved for a Home Loan</h2>
<p>Now is the time to start the process of buying a home! You know your budget, you understand your credit, you have your paperwork and are making headway on a down payment.  Now you can get pre-approved for a mortgage! This would give you a good idea of how much you can borrow and the price range for your new home.</p>
<p>After you get pre-approved, you can finally get serious about buying your first home! You’ve done your research on neighborhoods and your priorities, so it’s time to hit the streets. Visit new home models and neighborhoods in your price range. You’ll be delightfully surprised at the prices of new homes compared with resales and rentals. At any budget you may be able to save time and money by working directly with a new home builder, so don’t shy away from new construction with quick move-in specials or even building a home to your specifications! </p>
<h2>2 Month Mark: Make an Offer!</h2>
<p>Once you have found a new home that you love, make an offer. Closing on the house could take 4-8 weeks, meaning that you need to plan some flexibility for your move-in/move-out date.</p>
<h2>Final Month: Ready to be a First Time Homeowner?</h2>
<p>As the last month approaches, you will need to apply for your full mortgage, procure home insurance, provide a cashiers check for closing, and perform a final walk-through and you’re ready to close!</p>
<p>And… that’s it! Now you have finally accomplished your dream of being a first time homeowner!</p>
<p><em style=""color: rgb(101, 110, 126); font-family: Montserrat, arial, sans-serif; font-size: 14px; outline: none !important;"">First time homeowners have a daunting task ahead of them, but luckily the market is hot for new home sales, especially real estate in Greenville, SC. If you are looking for <a href=""http://www.greatsouthernhomes.com/areas/greenville-sc/new-homes"" style=""text-decoration-line: none; outline: none !important;"">new homes for sale in Greenville SC</a>, we invite you to discover the stylish homes from Great Southern Homes. As a home design trendsetter, Great Southern Homes will help you find the ideal home for you and your family.</em></p>
","Buying a Home"
"2211","2213","Great Southern Homes Ranked 3rd Fastest-Growing Private Builder in Nation","245","1","1493939011","1494002138","1","0","6077","<p><em>(Irmo, SC)</em> – On May 2, 2017, <em>Builder Magazine</em> announced Great Southern Homes as the third fastest-growing private homebuilder in the country.  The magazine reports that Great Southern Homes has nearly doubled sales with an impressive 96% growth rate for the two-year period (2014 to 2016) rising from 386 to 756 home closings</p>
<p>Additionally, <em>Builder Magazine</em> ranked Great Southern Homes as the nation’s 62<sup>nd</sup> largest builder out of the top 200 builders nationally. This past year (2016), the homebuilder headquartered in Irmo, South Carolina moved up 12 spots on the Top 100 list to 62<sup>nd</sup> from 74<sup>th (</sup>2015).</p>
<p>The company builds in over 70 active subdivisions in metro markets throughout South Carolina and Georgia and has ambitious plans to expand into new markets while growing its footprint in existing markets.  Great Southern Homes builds GreenSmart homes that are energy-efficient, “smart” and designed for today’s cost-conscious, technology-savvy buyers. With price points starting at $150,000 and up, there is something to fit every budget. For more information on the company, please visit <a href=""http://www.greatsouthernhomes.com/"">www.greatsouthernhomes.com</a>.</p>
","Breaking News"
"2207","2209","Window & Door Trends for 2017","245","1","1493780574","1496316995","1","0","6066","<p>Window and door trends for 2017 are making a departure from the traditional. With more options for design and modern integrations, home owners are making dramatic interior and exterior first impressions with window and door treatments. Homeowners are combining design and function to get the ultimate curb appeal.</p>
<h2>Creating Transitional Spaces</h2>
<p>Doors and windows are no longer a barrier for your home — use them as a bridge. The easiest way to make the most of your space, inside and out, is to make thoughtful design choices. Extend your living areas with wide patio doors that open to the back yard. Create more space out front with screened in porches and windows. Control your space. Break up large areas with sliding walls, which will also allow you to open up your living area for entertaining. Create nooks. Use doors to make instant private work spaces.</p>
<p>Window trends are moving beyond traditional drapery installations. Consider swing arm drapery rods for patio doors or window shutters. Connect with the outdoors with your window treatments. Select window coverings made of bamboo, wood or linen.</p>
<h2>Bolder is Better</h2>
<p>Doors and windows are getting bigger. Larger door sizes – wider than three feet, higher than seven feet make a bold statement. For color, your front door doesn’t need to stick to the traditional red, black, or white. One of the most recent design trends in windows and doors is using found objects and reclaimed wood for entry ways and window casings to give a unique, rich look. Choose floor to ceiling windows to let in maximum light and give your home an open, welcoming feel. Remodeling? Consider replacing an entire wall with glass, or update older windows with stained glass.</p>
<p>If you choose a colorful rather than natural color palette – go bold. Liven up your space with jewel tones, metallic fabrics, and geometric patterns. Adorn simple window treatments with texture like beads, metal accents and eye-catching tiebacks. Be sure to layer your draperies with sheer and opaque fabrics to allow for both light and privacy.</p>
<h2>Contemporary Window & Door Design Trends</h2>
<p>Window and door treatments are moving towards modern profiles and unique applications that combine form, function and style. If you are seeking a home with clean lines and geometric angles, your window treatments require gravity-defying solutions. Try this design trend for angled windows - hang narrow draperies with medallions or hooks along the angle of the windows. If you opt for an arched window, let in more light by forgoing the splash curtain and focus on the windows or doors below. Make room for recessed rods or ceiling tracks to hang curtains, especially if you have opted for shutters or doors that open out into the room.</p>
<h2>Smart Homes? Smart Windows & Doors, Too!</h2>
<p>Many new technology innovations can help you make the most of the light, privacy and temperature controls of your windows and doors. Security features like wireless systems that tell you if windows and doors are locked can give you convenient piece of mind. And unlike traditional security systems, many new wireless systems don’t need to have holes drilled into brand new windows, which is better for energy efficiency. Cordless, automated window treatments are especially important for homes with young children. Keyless entry doors and automated windows are another option for safety and energy efficiency. Open and close windows and doors with the touch of a button. One growing window and door trend is using smart, electrochromic glass that changes the glass from clear to opaque, giving you ultimate control of your light, privacy and temperature. Even between the glass shades can now be controlled via a smart app or remote control.</p>
<h2>One Cool Design Trend: Energy Efficiency</h2>
<p>The desire to save money on heating and cooling and the demand for sustainable construction methods drives many decisions on window and door treatments. While wood framed windows are usually the best choice, except for rainy climates, vinyl can also be an attractive window treatment solution. Well installed vinyl can be just as attractive and sustainable as wood. Vinyl is becoming an even more appealing option, as it now comes in more colors that in the past. Double-paned windows made with Low-E glass, with a vacuum-sealed argon fill are the most requested type of window for energy efficiency. They are especially important for picture windows that don’t open. Triple-paned windows may be more efficient, but they can reduce visibility and light transfer. As for window treatments, shutters give the best savings on energy costs.</p>
<hr />
<p><em>Today’s window and door trends concentrate on allowing your home to be livable, stylish and most importantly, usable. If you are concerned with keeping up with the latest design trends and are looking for <a href=""http://www.greatsouthernhomes.com/areas/aiken-sc/new-homes"">new homes for sale in Aiken SC</a>, we invite you to discover the stylish new homes for sale from Great Southern Homes. As a home design trendsetter, Great Southern Homes will help you build the ideal home for you and your family.</em></p>
","Home Design Trends"
"2188","2190","8 Home Safety Tips for Homeowners","245","1","1492788501","1496317703","1","0","5880","<p>According to recent national crime statistics, a home burglary takes place <a href=""https://ucr.fbi.gov/crime-in-the-u.s/2014/crime-in-the-u.s.-2014/figs/crime-clock.jpg"" target=""_blank"">every eighteen seconds</a> in the United States. While there is no way to completely safeguard your home, there are a few simple home safety tips you can take to ward off would-be robbers. Use these tips to protect your home and property:</p>
<h2>1.    Physically Secure Your Home</h2>
<p>Don’t make it easy for robbers to access your home or property. Front and back doors should be equipped with deadbolt locks. If your internal door lock can be accessed by breaking a nearby window, install double cylinder locks on both sides of the door. Glass sliding doors should be secured with pin locks and metal bars on the track. If you leave your windows open at night, open only a few inches to prevent anyone from coming in. Installing locks and motion alarms made specifically for windows can further secure your home. Do not leave ladders and tools out overnight. Besides being easy to steal, robbers can use ladders to break in to the upper stories of your home.</p>
<h2>2.    Use Automatic Lighting with Smart Home Technology</h2>
<p>Whether going on vacation or heading off to work each day, make sure your home maintains a lived-in look. Despite the notion that burglaries happen in the middle of the night, your home is also at risk between the hours of 10 am to 3 pm — when you are most likely to be at work. Inexpensive and easy to install, automatic timers and motion sensors for indoor and outdoor lighting are essential for home security. Be sure to choose timers that have a random mode to keep robbers guessing.</p>
<p>The best long-term solution is to invest in Smart Home technology to control and automate your security system, heating and cooling systems, door locks-even the shades and lighting. Today’s Smart Home technology can allow you to protect your entire home armed with only a smartphone.</p>
<h2>3.    Develop a Home Security Checklist</h2>
<p>Home burglaries happen all year round, but the rate of home break ins drastically rises during the summer months. Open windows, working in the garage, and frequent use of the utility shed can leave your home and belongings at risk. Be sure to secure your residence indoors and out each day. Sit down with your family and discuss home safety tips. Create a checklist to help everyone remember crucial daily security measures.</p>
<h2>4.    Create a Home Security Plan for Your Vacation</h2>
<p>If you are going to be away from home overnight, ask a neighbor to pick up newspapers and mail. Keep a car parked in your driveway or in front of your home if you will be away for more than a couple of days. Never advertise when you will be away from home. While it may be exciting to tell your friends about your upcoming Bahamas trip, beware of what you share online before you go on vacation. Avoid posting travel plans or “checking in” on location-based social media sites.</p>
<h2>5.    Don’t Advertise on Trash Day</h2>
<p>Curbside trash can mark your home as a viable target for theft. Hide any evidence of expensive purchases. Packaging from expensive electronic equipment like televisions and computers should be broken down and placed at the bottom of the recycling pile the night before trash pickup. Lightning can strike twice, so if your home has been broken into, robbers will sometimes wait until valuables are replaced and make another robbery attempt. Don’t advertise the contents of your home while waiting on trash day.</p>
<h2>6.    Invest in a Security System</h2>
<p>When choosing a home security system, get the best you can afford. Make sure it covers the perimeter of your property, especially if you have a storage shed or have items in your back yard like grills, furniture, or recreational vehicles. Many safety and security systems allow you to monitor your home on your cell phone so you can be quickly alerted to a potential burglary. And don’t forget to secure the wiring for your security system. Professional robbers can easily find and disable your system by cutting external wiring.</p>
<h2>7.    Peepholes Help Keep an Eye on Safety</h2>
<p>One overlooked and underestimated home safety tip is a proper peephole on all exterior doors. If your doors do not have windows, install a wide-angle 160° peephole and make sure it is located no higher that 58 inches from the ground. Ask all family members to check the peepholes before answering the door.</p>
<h2>8.    Have a Decoy Box, Just in Case…</h2>
<p>Burglars don’t want to spend a long time in your home searching for valuables. If you have expensive jewelry or cash to protect, consider creating a decoy safe that is easy to find. Hide your real diamond rings in a home safe in the basement, and fill the decoy with fake jewelry and a small amount of cash. If you fall victim to a break in, odds are the robber will grab and go. The best way to protect your family heirlooms and other irreplaceable items? Store them outside your home in a safety deposit box at your bank.</p>
<p><em>The best tool to protect your home is knowledge. Stay aware of your home and your valuables, stay up-to-date on the goings-on in your community, and understand that home security starts with you. If you are searching for a home that utilizes Smart Home technology with security and comfort in mind, then consider</em> <a href=""http://www.greatsouthernhomes.com/cities/greenville-sc/new-homes""><em>new homes for sale in Greenville</em></a><em> from Great Southern Homes. Great Southern Homes is a leader in GreenSmart Home Technology - energy efficient homes for a greener and smarter lifestyle for you and your family. </em></p>
",""
"2111","2113","Professional Builder Magazine Interviews Mike Nieri, President of Great Southern Homes","245","1","1491491096","1491495893","0","0","5670","<p><a href=""https://www.probuilder.com/mike-nieri-mindset-multiple-markets-and-prices-great-southern""><img alt=""Professional Builder Magazine - April 2017"" longdesc=""April Professional Builder Magazine Featuring Great Southern Homes President Michael Nieri"" src=""/sites/default/files/news/Professional-Builder-April-2017-cover.jpg"" style=""width: 200px; height: 239px; float: right; margin: 0 0 2em 2em;"" /></a><em>Professional Builder Magazine</em>, a leading provider of design trends and news for the professional home building industry, featured an interview this month with Michael Nieri, President of Great Southern Homes.</p>
<p>During the interview they discuss the South Carolina homebuilder's expansion into new markets, growing a home building company through a recession, and Great Southern Homes' commitment to <a href=""http://www.greatsouthernhomes.com/greensmart-homes"">GreenSmart homes</a> for optimal energy-efficiency and savings.</p>
<p>Michael Nieri thanked <em style=""font-size: 14px;"">Professional Builder Magazine</em>, saying, ""We are happy to share the story of our past successes with <em>Professional Home Builder Magazine</em>, and we can't wait to show you what is in store for the future!""</p>
<p><a href=""https://www.probuilder.com/mike-nieri-mindset-multiple-markets-and-prices-great-southern""><strong>Read the Interview!</strong></a></p>
","Breaking News"
"2110","2112","Top 5 Home Design Trends for 2017","245","1","1491248482","1496317904","0","0","5611","<p>This year’s hottest home design trends combine modern lifestyles with cozy spaces that make the most of high-tech innovations. From rich interior details to outdoor space planning, today’s homes are the perfect mix of form and function.</p>
<h2>1. Natural Nuances</h2>
<p>Ditch the grey paint and synthetic fabrics, it’s time to bring the outdoors in! Today’s home may be modern, but it’s surely not cold and sterile. Stay on top of today’s interior design trends by warming up your walls with woodsy colors like taupe or deep avocado green. Toss chunky, natural throws on relaxed furniture pieces and accent with jewel toned pillows. Swap out those industrial brushed metal appliances and fixtures for bronze or matte finishes. To complete the look, make a few changes underfoot. Terracotta tiles and jute rugs are popular earthy flooring options.</p>
<p><strong>Bonus tip:</strong> Cork it! Beautiful and versatile, cork is not only great for floors — try it on walls and tabletops. </p>
<h2>2. Blaze Shifting</h2>
<p>Fireplaces are a major home design trend, but that doesn’t mean you must commit to log splitting and cleaning ashes. Many eco-friendly options are available for those who like to cozy by the hearth. A wood pellet insert burns small lumber byproduct logs that produce less contaminants and burn completely for easier clean up. If you use your fireplace for aesthetics more than large room heating, convert to gas and still enjoy the ambiance of real flames. Use non-functioning fireplaces as a design focal point by lighting candles inside or transforming the space as a curio cabinet or bookshelf.</p>
<p><strong>Bonus tip:</strong> No screen time. Find another place to hang your flat screen television. Today’s interior design trends are shifting to use the wall above the mantle for family photos or original pieces of art.</p>
<h2>3. Smart Parts</h2>
<p>Technology is an integral part of modern life. Instead of letting your devices and cords cramp your style, install built-in charging stations into countertops and night stands. Homes are getting “smarter” with digital assistants to help us shop, save energy, and even do laundry. Adding a wireless thermostat can save you hundreds of dollars each year. Keep an eye on your house from anywhere with a digital surveillance system. Try Amazon’s Alexa or Google’s Echo home assistants, and never forget the milk again.</p>
<p><strong>Bonus tip:</strong> Wire up right. Home design trends this year incorporate technology from the initial building stage. Make sure your builder is savvy to the latest trends to accommodate digital lifestyles. </p>
<p><img alt=""Latest Home Design Trends"" src=""/sites/default/files/news/latest-home-design-trends.jpg"" style=""width: 750px; height: 398px;"" /></p>
<h2>4. Flex Space</h2>
<p>Reimagine how you are using your home. Do you need office space, a crafting room, or large kitchen for family gatherings? Even if your home has a traditional floor plan, you can make the most of it. If you work from home, consider a fold-down wall desk. Open space up when not in use by hiding your work area. Dual-duty file cabinets can make for handy organization and attractive plant stands. Old wardrobes can easily be transformed into storage for your latest Pinterest experiment. Create a larger entertaining area by removing a wall between your kitchen and living or dining room.</p>
<p><strong>Bonus tip:</strong> Buying a new home? It’s all about lifestyle. Consider how you use your free time, let that guide the process.</p>
<h2>5. Healthy Homes</h2>
<p>The approach to both interior and exterior home design has shifted focus from external to internal. Home buyers are less concerned with their carbon footprints, and want their house environment to be less toxic. Gain control over your home health by choosing low or zero volatile organic compound (VOC) paints. Select wood furniture instead of particleboard, which can emit toxins. Make sure your home has plenty of natural light areas, or install UV and LED circadian lighting to boost the brightness. Water filters on faucets and shower heads reduce pollutants – don’t forget the ice maker. Outside, consider if your landscape will require toxic fertilizers and pest control methods. Children’s play areas, especially, should be designed to avoid rubber mulches or areas where pesticide will be used heavily.</p>
<p><strong>Bonus tip:</strong> Inspect before you buy. Make sure your home inspector looks for contaminants, mold issues, and environmental hazards before you sign on the dotted line.</p>
<hr />
<p><em>Today’s trends are all about making your home cozy, stylish and most importantly, usable. If you are looking for <a href=""http://www.greatsouthernhomes.com/cities/columbia-sc/new-homes"">new homes for sale in Columbia SC</a>, we invite you to discover the stylish new homes for sale from Great Southern Homes. As a home design trendsetter, Great Southern Homes will help you build the ideal home for you and your family.</em></p>
","Home Design Trends"
"2107","2109","Be a Champion of Green Living with a Smart Home","245","1","1490675335","1496835691","0","0","5605","<p>“Smart” devices are so pervasive in our lives that it almost feels like we are living in the future. iPhones and tablet devices are used by young and old alike, and even our cars are fitted with smart devices. It’s about time for our homes to become smart too. State-of-the-art smart home technology isn’t a dream for the future – it is a very present possibility with multiple benefits that you can take advantage of today.</p>
<h2>The Benefits of Smart Homes</h2>
<p>Embracing state-of-the-art technologies at home gives you many benefits including convenience, and the savings of time, money and energy. Buying a new smart home or transitioning to smart home technology can improve your control over every aspect of how your house operates, and increase the safety and accessibility of it as well. In addition, you will reap the benefits of a far more efficient home, leading to savings in your energy and upkeep costs!</p>
<p>Here are some of the smart home features that new homes for sale offer:</p>
<h2>Energy Efficient Home Building</h2>
<p>There are a myriad of building techniques that help your home achieve optimal energy efficiency. And when it comes to energy efficiency, you must start at the top! Superior insulation in eco-friendly smart homes can save you thousands on utility bills. An attic with proper R-50+ insulation is proven to be the most crucial aspect of home energy conservation by reducing cooler air escaping through the ceiling. New homes and homes with new roofs that implement radiant barrier roof sheathing also see tremendous savings over time by reflecting shingle heat during warmer months.</p>
<p>But energy efficient home building doesn’t stop at the top. Thermal Envelope Air Sealing ensures less air infiltration throughout the house. Competent builders who are confident in their product will offer a HERS Rating by a third party to ensures minimal air leakage inside the thermal envelope, and give home buyers an accurate measure of the energy efficiency of their new home.</p>
<h2>Modern Temperature Adjustments and Energy Savings</h2>
<p><img alt="""" src=""/sites/default/files/Beachphone2.png"" style=""border-style:solid; border-width:0px; float:right; height:480px; margin:15px; width:350px"" /></p>
<p>A modern, interconnected programmable thermostat allows you to automatically adjust when you enter or leave your home, saving you money without altering your daily routine. It also allows you to regulate your smart home’s temperature conveniently using your mobile device. Smart thermostats take care of it all, quickly adjusting themselves according to your specific preferences. As a result, you save money while saving precious energy resources. Whether you are using a do-it-yourself system like Nest, or a high-tech full home automation system such as Honeywell’s Tuxedo Touch, you can save time and add convenience using a smart thermostat.</p>
<h2>Safety & Convenience with Smart Appliance and Lighting Controls</h2>
<p>Smart home systems grant you the ability to control lighting and appliances throughout your house. Forget to turn on the lights before you left? No problem. With the tap of your finger you can turn on your home's exterior lights. Away on vacation? Set your lights to turn on and off to match your natural schedule. Not only does a smart lighting solition allow you to make sure lights are off when you are gone to save electricity, it also allows you to turn them on at specific times if you would like it to look like you are home.</p>
<h2>Choosing New Energy Efficient Windows</h2>
<p>The installation of high performance & ""Low E"" windows can have a dramatic affect on your energy consumption. These high-performance windows insulates heat during colder months and reduces and reflects heat in warmer months. Proper window installation and smart home automation can even allow window shades can be opened or closed on a schedule, reducing the need to heat or cool the room and protecting furniture and floors from sun glare.</p>
<h2>Live More “Green” and Save More “<em>Green</em>”</h2>
<p>Green living is often synonymous with energy efficiency. A smart home contributes to the conservation of the earth's limited resources. By using less energy, and wasting less water you lessen your family’s impact on the environment. But if ""going green"" isn't enough to convince you to pursue mart home technology, the financial savings might attract your attention. In a US Environmental Protection Agency study, it was found that users of smart home technology for thermostat control alone saved anywhere from 10%-30% on their energy bill. Over the course of a year, or 5 years, those savings add up quickly.</p>
<p>Not only do smart home improvements save on your monthly bill payments, the resale value of your home increases with each addition of these technologies. Most home buyers rate energy efficiency as an important factor in their home purchase.</p>
<hr />
<p><em style=""font-size: 14px;"">New construction homes allow you to be eco-friendly and save money at the same time. </em><em>If you want to become a part of the smart home revolution then you should check <a href=""http://www.greatsouthernhomes.com/cities/greenville-sc/new-homes"" style=""text-decoration: none; outline: none !important;"">new homes for sale in Greenville</a> from Great Southern Homes. Great Southern Homes is a leader in GreenSmart Home Technology - energy efficient homes for a greener and smarter lifestyle for you and your family. </em></p>
","GreenSmart Homes"
"2105","2107","Great Southern Homes Continues to Lead Midlands SC in New Home Sales","240","1","1490645220","1490646164","0","0","5604","<p><em>Irmo, SC</em> – In 2016, Great Southern Homes continued to lead the Midlands’ homebuilding industry (Richland, Lexington and Kershaw counties) in new home closings.</p>
<p>This past year, the privately-held company achieved 559 new homes closed in the Midlands according to the reliable MORE Report, a housing industry research group located in Rocky Mount, North Carolina.  Over the past several years, Great Southern Homes share of homes closed has risen to a commanding 20% of the total Midlands new home market.   </p>
<p>As a company, Great Southern Homes closed 756 total new homes in 2016 and has increased sales volume an average 40% year-over-year growth rate for the past three years. </p>
<p>The company builds in over 70 active subdivisions in metro markets throughout South Carolina and Georgia and has ambitious plans to expand into new markets while growing its footprint in existing markets.  Great Southern Homes builds GreenSmart homes that are energy-efficient, “smart” and designed for today’s cost-conscious and technology-savvy buyers. With price points starting at $150,000 and up, there is something to fit every budget. For more information on the company, please visit <a href=""http://www.greatsouthernhomes.com/"">www.greatsouthernhomes.com</a>.</p>
","Breaking News"
